PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;106;86;28079106_86_98;2021;07;26;00084;V;00089;V;00092;V;00094;V;00095;V;00095;V;00095;V;00095;V;00092;V;00075;V;00059;V;00052;V;00046;V;00041;V;00035;V;00033;V;00032;V;00031;V;00031;V;00032;V;00034;V;00043;V;00055;V;00063;V
28;079;106;86;28079106_86_98;2021;07;27;00068;V;00072;V;00076;V;00079;V;00076;V;00076;V;00080;V;00082;V;00075;V;00059;V;00055;V;00049;V;00042;V;00037;V;00032;V;00028;V;00024;V;00024;V;00023;V;00023;V;00024;V;00028;V;00034;V;00040;V
28;079;106;86;28079106_86_98;2021;07;28;00039;V;00053;V;00055;V;00059;V;00065;V;00067;V;00069;V;00067;V;00060;V;00050;V;00045;V;00041;V;00036;V;00030;V;00024;V;00022;V;00021;V;00021;V;00020;V;00020;V;00020;V;00030;V;00041;V;00049;V
28;079;106;86;28079106_86_98;2021;07;29;00053;V;00055;V;00053;V;00054;V;00057;V;00065;V;00073;V;00070;V;00067;V;00058;V;00054;V;00049;V;00041;V;00035;V;00029;V;00026;V;00023;V;00021;V;00021;V;00021;V;00022;V;00027;V;00036;V;00036;V
28;079;106;86;28079106_86_98;2021;07;30;00048;V;00055;V;00059;V;00063;V;00067;V;00070;V;00072;V;00075;V;00062;V;00039;V;00034;V;00030;V;00027;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;106;87;28079106_87_98;2021;07;01;00949;V;00950;V;00950;V;00950;V;00950;V;00950;V;00950;V;00950;V;00950;V;00950;V;00951;V;00951;V;00951;V;00950;V;00950;V;00950;V;00949;V;00949;V;00949;V;00949;V;00950;V;00950;V;00950;V;00950;V
28;079;106;87;28079106_87_98;2021;07;02;00950;V;00950;V;00950;V;00950;V;00950;V;00950;V;00949;V;00950;V;00951;V;00951;V;00951;V;00951;V;00950;V;00950;V;00950;V;00950;V;00949;V;00949;V;00950;V;00949;V;00949;V;00949;V;00950;V;00950;V
28;079;106;87;28079106_87_98;2021;07;03;00950;V;00949;V;00950;V;00950;V;00950;V;00950;V;00950;V;00951;V;00951;V;00951;V;00951;V;00951;V;00951;V;00951;V;00950;V;00950;V;00949;V;00949;V;00949;V;00949;V;00949;V;00949;V;00949;V;00950;V
28;079;106;87;28079106_87_98;2021;07;04;00950;V;00950;V;00949;V;00949;V;00950;V;00950;V;00950;V;00950;V;00950;V;00951;V;00950;V;00950;V;00950;V;00950;V;00950;V;00950;V;00950;V;00949;V;00949;V;00950;V;00950;V;00950;V;00951;V;00951;V
28;079;106;87;28079106_87_98;2021;07;05;00951;V;00952;V;00951;V;00950;V;00951;V;00951;V;00951;V;00951;V;00951;V;00950;V;00950;V;00950;V;00950;V;00949;V;00948;V;00948;V;00947;V;00947;V;00947;V;00947;V;00947;V;00947;V;00948;V;00948;V
28;079;106;87;28079106_87_98;2021;07;06;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00949;V;00949;V;00949;V;00950;V;00950;V;00950;V;00950;V;00950;V;00950;V;00950;V;00949;V;00949;V;00949;V;00950;V;00950;V
28;079;106;87;28079106_87_98;2021;07;07;00950;V;00950;V;00950;V;00949;V;00949;V;00949;V;00949;V;00950;V;00950;V;00951;V;00951;V;00951;V;00951;V;00950;V;00950;V;00950;V;00950;V;00950;V;00950;V;00950;V;00951;V;00951;V;00952;V;00952;V
28;079;106;87;28079106_87_98;2021;07;08;00952;V;00952;V;00953;V;00954;V;00954;V;00953;V;00953;V;00954;V;00955;V;00955;V;00955;V;00954;V;00955;V;00954;V;00954;V;00953;V;00953;V;00953;V;00953;V;00953;V;00952;V;00953;V;00953;V;00953;V
28;079;106;87;28079106_87_98;2021;07;09;00954;V;00954;V;00954;V;00954;V;00954;V;00954;V;00954;V;00954;V;00954;V;00955;V;00955;V;00954;V;00953;V;00953;V;00953;V;00952;V;00952;V;00951;V;00950;V;00950;V;00950;V;00950;V;00950;V;00951;V
28;079;106;87;28079106_87_98;2021;07;10;00951;V;00951;V;00951;V;00951;V;00951;V;00951;V;00951;V;00951;V;00951;V;00951;V;00952;V;00951;V;00951;V;00951;V;00950;V;00950;V;00949;V;00949;V;00949;V;00948;V;00948;V;00948;V;00949;V;00949;V
28;079;106;87;28079106_87_98;2021;07;11;00950;V;00950;V;00949;V;00949;V;00949;V;00949;V;00949;V;00949;V;00949;V;00949;V;00949;V;00949;V;00949;V;00948;V;00948;V;00947;V;00946;V;00946;V;00946;V;00946;V;00946;V;00946;V;00946;V;00947;V
28;079;106;87;28079106_87_98;2021;07;12;00947;V;00947;V;00947;V;00947;V;00947;V;00947;V;00947;V;00947;V;00947;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00949;V;00949;V;00949;V;00949;V;00950;V;00950;V;00951;V
28;079;106;87;28079106_87_98;2021;07;13;00951;V;00952;V;00952;V;00952;V;00950;V;00950;V;00951;V;00952;V;00952;V;00952;V;00953;V;00953;V;00953;V;00953;V;00953;V;00952;V;00952;V;00951;V;00951;V;00951;V;00951;V;00951;V;00952;V;00952;V
28;079;106;87;28079106_87_98;2021;07;14;00952;V;00953;V;00953;V;00953;V;00953;V;00953;V;00953;V;00953;V;00953;V;00953;V;00953;V;00953;V;00953;V;00953;V;00952;V;00952;V;00951;V;00951;V;00950;V;00950;V;00950;V;00950;V;00950;V;00951;V
28;079;106;87;28079106_87_98;2021;07;15;00951;V;00951;V;00952;V;00952;V;00952;V;00952;V;00952;V;00952;V;00953;V;00953;V;00953;V;00952;V;00952;V;00952;V;00952;V;00951;V;00951;V;00950;V;00950;V;00950;V;00950;V;00950;V;00950;V;00951;V
28;079;106;87;28079106_87_98;2021;07;16;00951;V;00951;V;00951;V;00951;V;00951;V;00952;V;00951;V;00949;N;00949;N;00951;N;00952;V;00952;V;00952;V;00951;V;00951;V;00950;V;00950;V;00950;V;00949;V;00949;V;00949;V;00949;V;00950;V;00950;V
28;079;106;87;28079106_87_98;2021;07;17;00951;V;00951;V;00951;V;00951;V;00951;V;00951;V;00951;V;00951;V;00951;V;00951;V;00951;V;00951;V;00951;V;00951;V;00950;V;00949;V;00949;V;00949;V;00951;N;00951;N;00951;N;00951;N;00950;N;00949;V
28;079;106;87;28079106_87_98;2021;07;18;00949;V;00950;V;00950;V;00950;V;00950;V;00950;V;00950;V;00951;V;00951;V;00951;V;00951;V;00951;V;00950;V;00949;V;00949;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00949;V;00949;V
28;079;106;87;28079106_87_98;2021;07;19;00949;V;00949;V;00949;V;00950;V;00949;V;00949;V;00949;V;00949;V;00948;V;00949;V;00949;V;00949;V;00949;V;00949;V;00948;V;00947;V;00947;V;00947;V;00947;V;00946;V;00947;V;00947;V;00947;V;00947;V
28;079;106;87;28079106_87_98;2021;07;20;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00949;V;00949;V;00949;V;00949;V;00949;V;00949;V;00949;V;00948;V;00949;V;00948;V;00949;V;00949;V;00950;V;00950;V
28;079;106;87;28079106_87_98;2021;07;21;00950;V;00950;V;00950;V;00950;V;00951;V;00950;V;00950;V;00951;V;00952;V;00952;V;00952;V;00952;V;00952;V;00952;V;00951;V;00951;V;00951;V;00951;V;00950;V;00950;V;00950;V;00950;V;00950;V;00950;V
28;079;106;87;28079106_87_98;2021;07;22;00950;V;00951;V;00950;V;00950;V;00950;V;00950;V;00951;V;00951;V;00951;V;00951;V;00952;V;00952;V;00952;V;00951;V;00951;V;00951;V;00950;V;00949;V;00949;V;00949;V;00949;V;00949;V;00949;V;00949;V
28;079;106;87;28079106_87_98;2021;07;23;00949;V;00949;V;00949;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00949;V;00948;V;00948;V;00948;V;00948;V;00948;V;00947;V;00947;V;00947;V;00946;V;00946;V;00946;V;00947;V;00947;V;00948;V
28;079;106;87;28079106_87_98;2021;07;24;00948;V;00948;V;00947;V;00948;V;00948;V;00948;V;00947;V;00947;V;00948;V;00948;V;00947;V;00948;V;00948;V;00947;V;00947;V;00947;V;00830;N;00808;N;00946;V;00946;V;00946;V;00947;V;00947;V;00948;V
28;079;106;87;28079106_87_98;2021;07;25;00947;V;00948;V;00948;V;00947;N;00947;N;00947;N;00946;V;00946;V;00947;V;00947;V;00946;V;00947;V;00947;V;00947;V;00947;V;00946;V;00946;V;00946;V;00946;V;00945;V;00946;V;00946;V;00947;V;00948;V
28;079;106;87;28079106_87_98;2021;07;26;00948;V;00948;V;00948;V;00948;V;00947;V;00947;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00949;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00949;V;00949;V
28;079;106;87;28079106_87_98;2021;07;27;00949;V;00949;V;00949;V;00949;V;00949;V;00950;V;00950;V;00950;V;00950;V;00950;V;00950;V;00949;V;00949;V;00949;V;00948;V;00948;V;00947;V;00947;V;00947;V;00947;V;00947;V;00947;V;00947;V;00947;V
28;079;106;87;28079106_87_98;2021;07;28;00948;V;00948;V;00948;V;00947;V;00948;V;00948;V;00948;V;00948;V;00948;V;00949;V;00949;V;00948;V;00948;V;00948;V;00948;V;00948;V;00947;V;00947;V;00947;V;00947;V;00947;V;00947;V;00947;V;00948;V
28;079;106;87;28079106_87_98;2021;07;29;00948;V;00948;V;00948;V;00948;V;00949;V;00949;V;00949;V;00949;V;00949;V;00950;V;00950;V;00950;V;00949;V;00949;V;00948;V;00948;V;00948;V;00947;V;00947;V;00947;V;00947;V;00947;V;00947;V;00947;V
28;079;106;87;28079106_87_98;2021;07;30;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00948;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;106;88;28079106_88_98;2021;07;01;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00039;V;00227;V;00409;V;00574;V;00744;V;00867;V;00963;V;01010;V;00956;V;00872;V;00739;V;00577;V;00362;V;00168;V;00022;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;02;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00041;V;00227;V;00407;V;00590;V;00750;V;00883;V;00962;V;00981;V;00947;V;00862;V;00735;V;00565;V;00366;V;00167;V;00015;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;03;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00045;V;00206;V;00395;V;00485;V;00731;V;00867;V;00936;V;00958;V;00929;V;00847;V;00710;V;00435;V;00337;V;00133;V;00017;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;04;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00001;V;00046;V;00237;V;00411;V;00577;V;00761;V;00878;V;00958;V;00977;V;00938;V;00853;V;00722;V;00552;V;00365;V;00176;V;00024;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;05;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00001;V;00039;V;00222;V;00397;V;00585;V;00751;V;00873;V;00945;V;00968;V;00943;V;00865;V;00737;V;00569;V;00376;V;00186;V;00019;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;06;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00016;V;00063;V;00110;V;00171;V;00151;V;00109;V;00141;V;00146;V;00108;V;00209;V;00151;V;00067;V;00051;V;00021;V;00008;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;07;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00037;V;00215;V;00404;V;00591;V;00751;V;00893;V;00965;V;00961;V;00968;V;00881;V;00751;V;00571;V;00372;V;00179;V;00019;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;08;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00001;V;00037;V;00222;V;00410;V;00597;V;00762;V;00886;V;00961;V;00983;V;00947;V;00857;V;00719;V;00544;V;00352;V;00161;V;00016;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;09;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00032;V;00206;V;00403;V;00570;V;00738;V;00853;V;00937;V;00962;V;00936;V;00840;V;00707;V;00539;V;00351;V;00164;V;00015;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;10;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00034;V;00200;V;00336;V;00559;V;00729;V;00854;V;00926;V;00949;V;00915;V;00833;V;00696;V;00525;V;00330;V;00138;V;00014;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;11;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00028;V;00161;V;00292;V;00318;V;00463;V;00478;V;00810;V;00859;V;00822;V;00647;V;00443;V;00183;V;00188;V;00118;V;00014;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;12;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00029;V;00204;V;00220;V;00347;V;00742;V;00884;V;00957;V;00993;V;00956;V;00873;V;00745;V;00574;V;00370;V;00174;V;00018;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;13;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00025;V;00210;V;00395;V;00584;V;00749;V;00874;V;00946;V;00966;V;00936;V;00853;V;00712;V;00501;V;00401;V;00194;V;00009;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;14;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00027;V;00201;V;00397;V;00593;V;00754;V;00881;V;00950;V;00808;V;00861;V;00740;V;00678;V;00402;V;00258;V;00096;V;00012;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;15;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00026;V;00194;V;00388;V;00578;V;00740;V;00866;V;00941;V;00961;V;00933;V;00849;V;00719;V;00540;V;00352;V;00156;V;00014;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;16;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00024;V;00182;V;00372;V;00558;V;00724;V;00852;V;00922;V;00940;V;00912;V;00826;V;00696;V;00519;V;00332;V;00148;V;00012;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;17;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00023;V;00178;V;00370;V;00554;V;00719;V;00846;V;00924;V;00950;V;00918;V;00833;V;00696;V;00518;V;00318;V;00139;V;00012;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;18;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00018;V;00177;V;00372;V;00551;V;00714;V;00848;V;00934;V;00956;V;00928;V;00846;V;00719;V;00553;V;00360;V;00164;V;00013;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;19;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00017;V;00176;V;00380;V;00566;V;00736;V;00862;V;00937;V;00960;V;00939;V;00846;V;00704;V;00525;V;00327;V;00141;V;00010;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;20;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00018;V;00148;V;00337;V;00509;V;00680;V;00803;V;00903;V;00936;V;00907;V;00820;V;00683;V;00520;V;00332;V;00141;V;00009;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;21;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00020;V;00159;V;00343;V;00525;V;00692;V;00818;V;00901;V;00923;V;00890;V;00812;V;00684;V;00515;V;00314;V;00127;V;00008;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;22;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00019;V;00158;V;00350;V;00530;V;00701;V;00833;V;00919;V;00955;V;00921;V;00825;V;00692;V;00521;V;00329;V;00138;V;00008;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;23;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00028;V;00149;V;00294;V;00500;V;00681;V;00793;V;00896;V;00928;V;00925;V;00846;V;00713;V;00539;V;00344;V;00145;V;00008;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;24;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00013;V;00165;V;00378;V;00559;V;00728;V;00858;V;00936;V;00934;V;00937;V;00850;V;00680;V;00523;V;00336;V;00134;V;00009;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;25;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00021;V;00150;V;00310;V;00431;V;00717;V;00871;V;00934;V;00942;V;00904;V;00841;V;00705;V;00479;V;00172;V;00069;V;00002;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;26;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00014;V;00145;V;00350;V;00532;V;00679;V;00796;V;00888;V;00938;V;00846;V;00780;V;00493;V;00206;V;00201;V;00086;V;00005;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;27;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00013;V;00137;V;00341;V;00529;V;00680;V;00795;V;00882;V;00913;V;00923;V;00819;V;00672;V;00498;V;00316;V;00123;V;00004;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;28;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00013;V;00139;V;00340;V;00521;V;00670;V;00789;V;00879;V;00933;V;00908;V;00812;V;00666;V;00495;V;00320;V;00129;V;00005;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;29;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00012;V;00136;V;00337;V;00521;V;00671;V;00784;V;00871;V;00916;V;00903;V;00809;V;00671;V;00490;V;00312;V;00122;V;00004;V;00000;V;00000;V
28;079;106;88;28079106_88_98;2021;07;30;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00000;V;00009;V;00145;V;00358;V;00550;V;00700;V;00815;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;106;89;28079106_89_98;2021;07;01;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;02;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;03;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;04;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;05;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;06;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.10;V;00.30;V;00.10;V;00.20;V;00.10;V;00.00;V;00.10;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;07;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;08;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;09;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;10;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;11;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;12;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;13;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;14;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;15;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;16;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;17;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;18;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;19;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;20;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;21;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;22;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;23;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;24;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
28;079;106;89;28079106_89_98;2021;07;25;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;01.10;V
28;079;106;89;28079106_89_98;2021;07;26;01.60;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V;00.00;V
